Timestamp	X.Cómo.calificarías.tu.nivel.de.experiencia.usando.R.	X.Cuál.es.tu.plan.para.aprender.R.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....4	Si.aprendieras.R...para.qué.consideras.que.lo.usarías...marca.todas.las.opciones.que.apliquen.	X.Qué.herramientas.analíticas.usas.hoy.para.las.funciones.para.las.que.podrías.aprender.R...por.favor..marca.todas.las.opciones.que.apliquen.	X.Cuál.crees.que.es.el.mayor.obstáculo.que.debes.superar.para.tratar.de.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.enumeramos.tu.obstáculo..elige..Other..y.agrega.tu.obstáculo.como.texto.libre.	X.En.qué.año.comenzaste.a.aprender.R.	X.Cómo.aprendiste.R..Si.usaste.varios.métodos..por.favor..selecciona.el.que.hayas.usado.más.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....10	X.Cuál.crees.que.fue.el.mayor.obstáculo.que.tuviste.que.superar.para.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.hemos.enumerado.su.obstáculo..elija..Otro..y.agregue.su.obstáculo.en.el.texto.	X.Con.qué.frecuencia.usa.R.hoy..ya.sea.para.proyectos.profesionales.o.personales.	X.Cuál.es.el.sistema.operativo.principal.que.usa.para.su.trabajo.de.R.	X.Para.qué.aplicaciones.usas.R.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.R.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.R.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.utilizas.con.tus.aplicaciones.R...por.favor.marca.todas.las.que.correspondan.	X.Usaste.paquetes.tidyverse.como.ggplot2.o.dplyr.para.aprender.R.	X.Utilizas.paquetes.tidyverse.cuando.usa.R.ahora.	X.Qué.es.lo.que.más.te.gusta.de.usar.R.	X.Qué.es.lo.que.menos.te.gusta.de.usar.R.	Cuando.tienes.problemas.en.R...a.quién.recurres.para.pedir.ayuda.	X.Cómo.descubre.nuevos.paquetes.o.paquetes.que.no.le.son.familiares.	X.Cómo.compartes.los.resultados.que.creas.en.R..Marca.todos.lo.que.correspondan.	Mirando.hacia.el.futuro...cómo.espera.que.cambie.su.uso.de.R.en.2021.	Para.asegurarnos.que.no.seas.un.robot..por.favor.escribe.la.palabra..five...sin.comillas..en.la.siguiente.caja.	X.Utiliza.actualmente.R.Markdown..Elija.la.declaración.que.más.se.ajuste.a.su.uso.	X.Para.qué.aplicaciones.utilizas.R.Markdown..Marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.R.Markdown.en.2021.	X.Con.qué.frecuencia.usas.Shiny.actualmente..ya.sea.como.desarrollador.o.como.usuario..Elige.la.opción.que.más.se.acerque.a.tu.uso.	X.Para.qué.usas.Shiny.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Shiny.en.2021.	X.Utilizas.actualmente.Python..Elije.la.declaración.que.más.se.ajuste.a.tu.uso.	X.Para.qué.aplicaciones.usas.Python.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.Python.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.Python.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.usas.con.tus.aplicaciones.Python...marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Python.en.2021.	X.Con.qué.lenguajes.o.herramientas.informáticas.te.sientes.cómodo.programando.hoy.	X.Cuál.fue.el.PRIMER.lenguaje.de.programación.o.herramienta.informática.que.aprendiste.	X.En.qué.año.naciste.	X.Con.qué.género.te.identificas.	Identifico.mi.origen.étnico.como..selecciona.todas.las.opciones.que.correspondan..	X.Cuál.es.el.nivel.educativo.más.alto.que.has.completado..Si.eres.estudiante..utiliza.el.nivel.más.alto.que.ya.hayas.completado.	X.En.qué.país.resides.actualmente.	X.En.qué.industria.trabajas.o.participas.	X.Cuál.es.el.nombre.de.tu.cargo.laboral..si.tienes.alguno..	X.Qué.categoría.describe.mejor.el.trabajo.que.haces.	X.Cuántas.personas.en.su.organización.o.grupo.de.trabajo.siente.que.puede.pedir.ayuda.o.apoyo.cuando.trabaja.con.R.	X.Te.sientes.parte.de.la.comunidad.R.	X.A.cuál.de.los.siguientes.eventos.has.asistido..Marca.todos.lo.que.correspondan..Incluye.todos.los.eventos.a.los.que.asististe.virtualmente.en.2020.	X.Cómo.te.enteraste.de.esta.encuesta.
2020-12-11T10:25:36Z	Intermedio	NA	NA	NA	NA	NA	2012	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Modelado/Aprendizaje automático, Visualización, webpages en github con rmarkdown	5	10	JupyterLab 3.0, Microsoft Excel, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Cloud, RStudio Desktop (IDE), github	Sí	Generalmente	disponibilidad de información; comunidad de ayuda; diversidad de aplicaciones (paquetes) en mi área	mensajes de error a veces incomprensibles; heterogeneidad entre los requerimientos de formato de datos de los paquetes	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Rpubs	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, RPubs.com	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear diapositivas de presentación, crear HTML para github y Rpubs	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático, Visualización	5	10	Anaconda, Conda, Jupyter cuadernos, RStudio Decktop (IDE)	Espero que aumente	Excel, Python, GoogleSheets	SPSS	1956	masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Puerto Rico	Educación	Catedrático	Educador/a	2	Si algo	RStudio::conf	Email
2020-12-11T10:26:31Z	Principiante	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar paquetes apropiados para usar	Diariamente: al menos una vez al día.	NA	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático	5	10	Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	Sí	De vez en cuando	sus diversidad de paquetes	algunos paquetes deben mejorar su documentación e incluir un enlace o video.	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Vistas de tareas de CRAN, Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, RPubs.com, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear artículos listos para publicación para enviar, Publicar libros en línea y fuera de línea a través de bookdown	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Aplicaciones de mapeo	Espero que aumente	Ocasionalmente: menos de una vez al mes.	inteligencia artificial	5	10	Anaconda, R, RStudio Decktop (IDE), Visual Studio Code	Espero que aumente	C/C++, Javascript, Python	C/C++	1983	masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	México	Investigación	Investigador asociado	Investigador/a	3	Si algo	R Reuniones de damas (locales, regionales, nacionales o internacionales)	Email
2020-12-11T10:27:47Z	Intermedio	NA	NA	NA	NA	NA	2019	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Fue parte de un curso que tomé	Mensajes de error	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Limpieza o manipulación de datos, Visualización, Análisis financiero, Web Scraping,	5	10	Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Su comunidad de usuarios (siempre hay respuesta a todo problema que encuentras)	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, RPubs.com, Shinyapps.io	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Aplicaciones de mapeo	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	R	1997	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Spain / España	Servicios y Actividades Financieros	Auditor Financiero	Profesional de Finanzas	0	Si algo	NA	LinkedIn
2020-12-11T10:28:18Z	Intermedio	NA	NA	NA	NA	NA	2017	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Extracción de Información (Web Scraping)	5	10	Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io	Sí	De vez en cuando	Que puedo ocupar la librería data.table, que para mí, es la más eficiente para manipular datos. Además, la gran cantidad de librerías que existen que facilitan mis tareas diarias.	Creo que la gran cantidad de librerías es una ventaja, pero también una desventaja. Dado que cuesta recordar los nombres de todos los paquetes. Por esta razón, intento sacarle el máximo provecho al paquete base.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web de búsqueda general como Google y Yahoo, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Email	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	Excel	1992	Masculino	Hispano/Latino	Título profesional (por ejemplo, MD, DDS, DVM)	Chile	Servicios Públicos	Analista	Científica/o de datos o Analista	0	Neutral	NA	Email
2020-12-11T10:33:56Z	Experto	NA	NA	NA	NA	NA	2001	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	ninguno	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	5	10	RStudio Desktop (IDE)	No	Generalmente	NA	NA	Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo	NA	Espero que siga igual	five	Diariamente: al menos una vez al día.	Crear artículos listos para publicación para enviar	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	fortran	1964	mujer	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Investigación	professor	Investigador/a	NA	Sí definitivamente	NA	Twitter
2020-12-11T10:34:26Z	Intermedio	NA	NA	NA	NA	NA	2016	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Comprender los tipos de datos de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	4	9	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), SPSS	Sí	Generalmente	El análisis estadístico y los gráficos	La documentación	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, SPSS	SPSS	1950	Masculino	Blanco	Licenciatura (por ejemplo, BA, BS)	Spain / España	Investigación	Investigador	Investigador/a	0	Si algo	Encuentro local o regional de R	Email
2020-12-11T10:35:09Z	Intermedio	NA	NA	NA	NA	NA	2018	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Queria hacer análisis estadísticos	Comprender los tipos de datos de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Ensayos clínicos	5	9	RStudio Cloud, RStudio Desktop (IDE)	Sí	Generalmente	The tidyverse	NA	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear artículos listos para publicación para enviar	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático	4	9	Anaconda, Conda, Jupyter cuadernos, JupyterLab 3.0	Espero que aumente	Python, R	R	1996	Male	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Investigación	Data analyst	Científica/o de datos o Analista	2	Si algo	NA	Twitter
2020-12-11T10:35:23Z	Experto	NA	NA	NA	NA	NA	2016	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Quería usar un paquete R específico (por ejemplo, tidyverse, tidymodels, RMarkdown)	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis financiero	5	9	Jupyter cuadernos, RStudio Cloud, Shiny Server, Shinyproxy	Sí	Generalmente	Manipulación de datos	Poner en producción	Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Sitios web públicos como GitHub o Netlify, RPubs.com	Espero que siga igual	Five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	Tablas de datos interactivas	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Modelado/Aprendizaje automático	4	9	Anaconda, Conda, Jupyter cuadernos, JupyterHub, Visual Studio Code	Espero que aumente	Excel, Python	Java	1995	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Colombia	Servicios y Actividades Financieros	Especialista análisis cuantitativo	Científica/o de datos o Analista	2	No en realidad no	NA	Twitter
2020-12-11T10:42:52Z	Intermedio	NA	NA	NA	NA	NA	2014	autodidacta	Lo necesitaba para automatizar tareas y manejar grandes bases de datos de mi doctorado	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Limpieza o manipulación de datos, Visualización	5	8	NA	Sí	Generalmente	Que conozco lo suficiente como para realizar tareas que necesito sin mayor problema y que logro encontrar soluciones a mis bugs en la web	Me gusta cuando las iniciativas de diversidad solo cuando priorizan mejorar los skills tecnicos	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify	Espero que siga igual	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear diapositivas de presentación	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	Exploración de datos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel	Excel	1987	mujer	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Argentina	Recursos Naturales y Minería	postdoc	Investigador/a	2	Si algo	RStudio::conf, Encuentro local o regional de R, R Reuniones de damas (locales, regionales, nacionales o internacionales)	Email
2020-12-11T10:46:54Z	Principiante	NA	NA	NA	NA	NA	2020	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico	4	9	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	La capacidad y potencia de análisis de datos y gráficos	Lo duro que es empezar y obtener resultados	Sitios web de búsqueda general como Google y Yahoo	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	Excel	1960	Varon	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Manufactura	Gerente de Calidad y Medioambiente	Profesional	1	No en realidad no	NA	Twitter
2020-12-11T10:47:29Z	Experto	NA	NA	NA	NA	NA	2014	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Los materiales de R no están en Español	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto, Análisis de encuestas	5	10	Microsoft Excel, RStudio Cloud, RStudio Connect, RStudio Desktop (IDE), RStudio Server, Shinyapps.io, Shiny Server	No	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Listas de correo electrónico como r-help, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Paquetes R creados para la búsqueda, como el paquete sos, Vistas de tareas de CRAN, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Blog personal o sitio web de su propiedad, Sitio de RStudio Connect administrado por mi organización, Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown, Crear sitios web a través de blogdown, Publicar libros en línea y fuera de línea a través de bookdown, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	Ocasionalmente: menos de una vez al mes.	webscraping	2	NA	Anaconda, Conda, R, Visual Studio Code	Espero que aumente	Excel, PHP	Visual Basic	1989	masculino	sul-americano	Doctorado (por ejemplo, PhD, EdD)	Brasil	Sin empleo	NA	Educador/a	NA	Sí definitivamente	NA	Twitter
2020-12-11T10:47:36Z	Intermedio	NA	NA	NA	NA	NA	2013	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Quería usar un paquete R específico (por ejemplo, tidyverse, tidymodels, RMarkdown)	Comprender la documentación de R	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Análisis de texto, Dialogar con APIs	5	10	Microsoft Excel, RStudio Desktop (IDE), Power Point	No	Generalmente	Data.table	No tiene muchas librerias client para APIs y la mayoría de servicios de APIs no ofrecen snippets en R	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que siga igual	five	No uso R Markdown	NA	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	SPSS	C/C++	1975	Masculino	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Colombia	Investigación	Gerente	Investigador/a	0	Si algo	NA	LinkedIn
2020-12-11T10:52:23Z	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Soy profesor  de estadística	Comprender la documentación de R	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Visualización	4	10	RStudio Desktop (IDE)	No	Raramente	Es gratis, Rmarkdown, código abierto, potencia de cálculo, calidad de los gráficos	Curva aprendizaje	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Publicar libros en línea y fuera de línea a través de bookdown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	C/C++	1970	Hombre	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor	Educador/a	0	Neutral	NA	Email
2020-12-11T10:53:24Z	Sin experiencia	"Tomando un curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Quiero hacer análisis estadísticos	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis de encuestas, Análisis financiero	Microsoft Excel, Tableau	Los materiales de R no están en Español	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Five	Ocasionalmente: menos de una vez al mes.	Crear documentos interactivos basados en Shiny	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, Tableau, Visual Basic	Excel	1979	Masculino	Hispano/Latino	Algunos cursos universitarios de grado, sin título	México	Servicios Gubernamentales (Federales, Provinciales o Municipales)	NA	Consultoría o Asesoría	NA	No en realidad no	Encuentro local o regional de R, R Reuniones de damas (locales, regionales, nacionales o internacionales)	Twitter
2020-12-11T10:56:04Z	Intermedio	NA	NA	NA	NA	NA	2017	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis financiero	5	10	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Que se pueden hacer cosas mucho más rápidas y con menos errores a comparación de usar hojas de cálculo. Además, es divertido.	Que a veces los paquetes contienen bugs y uno puede no darse cuenta de que su análisis está mal.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis financiero	4	10	Anaconda, Jupyter cuadernos, Visual Studio Code	Espero que aumente	Python	R	1997	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Servicios y Actividades Financieros	Asesor financiero Jr.	Profesional de Finanzas	0	Sí definitivamente	NA	Twitter
2020-12-11T10:58:20Z	Intermedio	NA	NA	NA	NA	NA	2014	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Tenía un interés personal	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	RStudio Cloud, RStudio Connect, RStudio Desktop (IDE), RStudio Server, Shinyapps.io, Shiny Server	Sí	De vez en cuando	La comunidad de usuarios	NA	Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, RPubs.com, Shinyapps.io	Espero que aumente	Five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear sitios web a través de blogdown, Publicar libros en línea y fuera de línea a través de bookdown, Documentar paquetes usando pkgdown, Crear diapositivas de presentación, Crear documentos interactivos basados en Shiny	Espero que siga igual	Mensual: entre una vez a la semana y una vez al mes	Exploración de datos	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático, Análisis de texto	5	8	Anaconda, R	Espero que aumente	Python	R	1988	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	United States of America / Estados Unidos de América	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Investigador	Investigador/a	NA	Neutral	RStudio::conf, Encuentro local o regional de R	Twitter
