Qtime	Qr_experience	Qhow_to_learn_r	Qreason_to_learn	Qr_use	Qtools	Qobstacles_to_starting	Qr_year	Qr_learning_path	Qr_reason_experienced	Qmost_difficult_aspect	Qr_how_often_used	Qr_OS	Qused_for	Qr_enjoyment	Qrecommend	Qtools_with_r	Qtidyverse_learning	Qtidyverse_today	Qlike_best	Qlike_least	Qr_problems	Qr_discover_packages	Qr_share	Qr_change	Qrobot_test	Qrmarkdown	Qrmarkdown_apps	Qrmarkdown_change	Qshiny	Qshiny_use	Qshiny_change	Qpython_use	Qpython_apps	Qpython_tools	Qpython)_enjoy	Qpython_recommend	Qpython_change	Qcoding_languages	Qfirst_language	Qyear_born	Qgender	Qethnicity	Qdegree	Qcountry	Qindustry	Qtitle	Qwork_title	Qteam_r_users	Qr_community	Qevents	Qhear
12/16/2020 14:00:42	Intermedio	NA	NA	NA	NA	NA	2017	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	Legibilidad de código	Velocidad de procesamiento	Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo	Email	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear cuadernos R	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	Excel	1993	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Seguro	Actuario Jr	Científica/o de datos o Analista	5	Si algo	NA	Twitter
12/16/2020 21:37:40	Intermedio	NA	NA	NA	NA	NA	2014	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de encuestas	5	10	JupyterHub, RStudio Desktop (IDE), Shiny Server	Sí	Generalmente	Al tener un poco dominio , escribir pocas líneas para hacer análisis complejos de los datos	Es duro al inicio con la sintaxis pero al final vale la pena	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Shinyapps.io	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablero de instrumentos	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico	5	10	Anaconda, JupyterHub	Espero que aumente	Excel, Python	R	1977	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	El Salvador	Servicios Públicos	Analista	Científica/o de datos o Analista	0	No en realidad no	NA	Email
12/17/2020 2:07:27	Principiante	NA	NA	NA	NA	NA	2010	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue requerido para mi trabajo	Comprender los tipos de datos de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico	3	6	NA	No sé lo que es el tidyverse	No sé qué es el paquete tidyverse	NA	NA	Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	NA	Espero que aumente	five	No uso R Markdown	NA	NA	Nunca, no uso Shiny	NA	NA	No uso Python	NA	NA	NA	NA	NA	NA	SPSS	1968	Masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Cuidado de la Salud y Medicina	NA	Científica/o de datos o Analista	3	No en realidad no	NA	Twitter
12/17/2020 14:01:49	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Comprender los tipos de datos de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto	4	8	Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	Five	Diariamente: al menos una vez al día.	Crear sitios web a través de blogdown, Crear paneles HTML con flexdashboard	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablero de instrumentos	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel, PHP	Visual Basic	1982	Femenino	Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	Argentina	Servicios Gubernamentales (Federales, Provinciales o Municipales)	NA	Científica/o de datos o Analista	NA	Neutral	NA	Twitter
12/18/2020 6:58:40	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Soy profesor  de estadística	Comprender la documentación de R	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Visualización	4	10	RStudio Desktop (IDE)	No	Raramente	Es gratis, Rmarkdown, código abierto, potencia de cálculo, calidad de los gráficos	Curva aprendizaje	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Publicar libros en línea y fuera de línea a través de bookdown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	C/C++	1970	Hombre	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor	Educador/a	0	Neutral	NA	Email
12/18/2020 8:21:01	Experto	NA	NA	NA	NA	NA	2013	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Ensayos clínicos	5	10	RStudio Desktop (IDE), Shinyapps.io, Shiny Server	Sí	Generalmente	La flexibilidad para trabajar, potencia para ordenar y limpiar datos	La gran cantidad de paquetes circulantes y los cambios que introducen en sus actualizaciones que hacen que algunos códigos luego de un tiempo deban ser revisados	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	"""five"""	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1991	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Uruguay	Investigación	Docente ayudante	Investigador/a	50	Sí definitivamente	Encuentro local o regional de R	Twitter
12/19/2020 13:42:55	Intermedio	NA	NA	NA	NA	NA	2019	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Fue requerido para mi trabajo	Mensajes de error	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto, Análisis de encuestas	4	9	JupyterLab 3.0, Python, RStudio Cloud, RStudio Connect, Shinyapps.io, SPSS	Sí	Generalmente	NA	NA	Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Exploración de datos	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático	4	8	Anaconda, Jupyter cuadernos, JupyterLab 2.0	Espero que aumente	Excel, Python, SPSS	SPSS	1997	Femenino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Servicios Gubernamentales (Federales, Provinciales o Municipales)	NA	Científica/o de datos o Analista	2	Sí definitivamente	NA	Twitter
12/20/2020 6:34:25	Intermedio	NA	NA	NA	NA	NA	2011	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Mensajes de error	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Visualización	5	10	RStudio Desktop (IDE)	Sí	Generalmente	Que se puede hacer cualquier cosa	A veces desarrollar los códigos puede ser complicado	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	Five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	C/C++, Excel, SAS, SPSS	Excel	1982	Mujer	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Argentina	Investigación	Investigadora adjunta	Investigador/a	0	Si algo	R Reuniones de damas (locales, regionales, nacionales o internacionales)	Twitter
12/21/2020 5:54:16	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Soy profesor  de estadística	Comprender la documentación de R	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Visualización	4	10	RStudio Desktop (IDE)	No	Raramente	Es gratis, Rmarkdown, código abierto, potencia de cálculo, calidad de los gráficos	Curva aprendizaje	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Publicar libros en línea y fuera de línea a través de bookdown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	C/C++	1970	Hombre	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor	Educador/a	0	Neutral	NA	Email
12/21/2020 11:38:33	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Soy profesor  de estadística	Comprender la documentación de R	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Visualización	4	10	RStudio Desktop (IDE)	No	Raramente	Es gratis, Rmarkdown, código abierto, potencia de cálculo, calidad de los gráficos	Curva aprendizaje	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Publicar libros en línea y fuera de línea a través de bookdown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	C/C++	1970	Hombre	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor	Educador/a	0	Neutral	NA	Email
12/21/2020 18:09:06	Intermedio	NA	NA	NA	NA	NA	2018	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Fue parte de un curso que tomé	Descarga e instalación del software	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	No	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico	5	10	Anaconda, Conda, Jupyter cuadernos, Visual Studio Code	Espero que aumente	Ninguna	Python	1999	hombre	Hispano/Latino	Título de escuela secundaria o equivalente	Chile	Sin empleo	NA	Estudiante	NA	No en realidad no	NA	community.rstudio.com
12/22/2020 7:59:27	Intermedio	NA	NA	NA	NA	NA	2014	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Fue requerido para mi trabajo	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto, Análisis de encuestas	5	10	RStudio Desktop (IDE)	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1985	Masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Chile	Investigación	NA	Científica/o de datos o Analista	NA	No en realidad no	NA	Twitter
12/22/2020 15:15:27	Experto	NA	NA	NA	NA	NA	2008	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Fue requerido para mi trabajo	Administrar los paquetes	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Python, RStudio Desktop (IDE), RStudio Server, Shinyapps.io	Sí	Generalmente	Que me dedico a lo q me gusta	Que  no existan los paquetes wheels como en python	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Listas de correo electrónico como r-help	Vistas de tareas de CRAN, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, RPubs.com, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear sitios web a través de blogdown, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Aplicaciones de mapeo	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático	3	8	Conda, Jupyter cuadernos, JupyterLab 2.0, R, RStudio Decktop (IDE), RStudio Server	Espero que aumente	Excel, Julia, SPSS	R	1976	Hombre	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Tecnologías de la Información	Senior data scientist	Científica/o de datos o Analista	2	Sí definitivamente	RStudio::conf	Twitter
12/23/2020 2:17:22	Intermedio	NA	NA	NA	NA	NA	2014	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	La posibilidad de realizar diversas tareas con un solo software que es libre y que cuenta con una comunidad de usuarios grande y generosa con su conocimiento.	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	RPubs.com, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	Excel	1985	masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Chile	Investigación	Investigador semi-senior	Consultoría o Asesoría	0	Neutral	NA	Twitter
12/23/2020 22:24:50	Experto	NA	NA	NA	NA	NA	2017	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Queria hacer análisis estadísticos	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io, Shiny Server, Shiny Server Pro, Tableau	Sí	Generalmente	Las visualizaciones y su conectividad con otras herramientas como h2o, Tableau, etc	Cosas que no he trabajado, la curva de aprendizaje es difícil	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear documentos PDF personalizados usando pagedown, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablero de instrumentos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	SAS, SPSS, Tableau	R	1986	Hombre	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	México	Servicios Profesionales y de Negocios	Director de analítica	Científica/o de datos o Analista	2	Neutral	NA	LinkedIn
12/24/2020 8:13:09	Intermedio	NA	NA	NA	NA	NA	2020	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Quería usar un paquete R específico (por ejemplo, tidyverse, tidymodels, RMarkdown)	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis de encuestas	5	10	Microsoft Excel, Python, RStudio Cloud, RStudio Desktop (IDE)	Sí	Generalmente	Sencillez de tidyverse	Funciones e interacción con input externo menos intuitivo que Python	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear artículos listos para publicación para enviar	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Limpieza o manipulación de datos	4	9	Anaconda	Espero que aumente	Excel, Python, SPSS, Tableau	Excel	1982	Masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Chile	Educación	Académico	Investigador/a	2	Si algo	RStudio::conf	Twitter
12/24/2020 8:13:56	Principiante	NA	NA	NA	NA	NA	2020	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Visualización	5	10	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	Sí	Generalmente	Todo puede hacerse	Tuve algunos problemas de inestabilidad con Rstudio	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear artículos listos para publicación para enviar	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Aplicaciones de mapeo	Espero que aumente	No uso Python	NA	NA	NA	NA	Planeo dejar de usarlo	Excel, SPSS	Basic	1970	Masculino	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Argentina	Educación	NA	Educador/a	0	Si algo	Encuentro local o regional de R	Twitter
12/24/2020 8:14:16	Intermedio	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Fue requerido para mi trabajo	Comprender la documentación de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Medicina	5	10	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	Sí	De vez en cuando	Flexibilidad de analisis	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Sitios web públicos como GitHub o Netlify	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	NA	No uso Python	NA	NA	NA	NA	NA	Ninguna	Excel	1991	M	Blanco	Doctorado (por ejemplo, PhD, EdD)	Italia	Investigación	PhD student	Estudiante	3	Neutral	NA	Twitter
12/24/2020 8:15:01	Intermedio	NA	NA	NA	NA	NA	2014	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Cursos en la universidad	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE)	No	Generalmente	Sentido de comunidad y ayuda	Algunas soluciones son muy difíciles de encontrar	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones, Twitter,	Espero que aumente	“five”	Semanal: entre una vez al día y una vez a la semana	Crear sitios web a través de blogdown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, Stata	Maple	1988	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Líder de proyectos	Investigador/a	1	Si algo	NA	Twitter
12/24/2020 8:27:13	Principiante	NA	NA	NA	NA	NA	2009	En el trabajo	Queria hacer análisis estadísticos	Los materiales de R no están en Español	Ocasionalmente: menos de una vez al mes.	Linux (cualquier distribución)	Análisis estadístico, Visualización	5	10	JupyterLab 3.0, Python, Tableau	Sí	Raramente	Poder	La falta de cursos en español	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo	Email	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Análisis estadístico, Visualización	5	10	Anaconda, Conda, JupyterLab 3.0, R, Tableau	Espero que aumente	Python, Tableau	Tableau	1978	Masculino	Hispano/Latino	Formación terciaria comercial / técnica / profesional, sin título	Colombia	Recursos Naturales y Minería	Técnico operativo	Científica/o de datos o Analista	1	No en realidad no	NA	Twitter
12/24/2020 8:36:38	Principiante	NA	NA	NA	NA	NA	2018	En el trabajo	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Análisis de encuestas	5	10	Microsoft Excel, RStudio Desktop (IDE), Tableau	No	Generalmente	Flexibilidad de la herramienta y la variedad de paquetes	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	Five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1981	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Honduras	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Coordinador	Gerencia	NA	Neutral	NA	Twitter
